datetime,DSWRF_0_6_W_m2,DSWRF_6_12_W_m2,DSWRF_12_18_W_m2,DSWRF_18_24_W_m2,DSWRF_24h_mean_W_m2,DSWRF_24h_MJ_m2
2020-08-08,0.0,42.0,619.0,141.0,200.5,17.3232
2020-08-09,0.0,43.0,625.0,144.0,203.0,17.5392
2020-08-10,0.0,44.0,624.0,143.0,202.75,17.5176
2020-08-11,0.0,8.0,474.0,76.0,139.5,12.052800000000001
2020-08-12,0.0,2.0,37.0,24.0,15.75,1.3608
2020-08-13,0.0,3.0,196.0,15.0,53.5,4.6224
2020-08-14,0.0,48.0,569.0,58.0,168.75,14.58
2020-08-15,0.0,47.0,582.0,151.0,195.0,16.848000000000003
2020-08-16,0.0,52.0,678.0,159.0,222.25,19.2024
2020-08-17,0.0,54.0,677.0,157.0,222.0,19.1808
2020-08-18,0.0,17.0,631.0,145.0,198.25,17.128800000000002
2020-08-19,0.0,29.0,495.0,154.0,169.5,14.6448
2020-08-20,0.0,54.0,675.0,140.0,217.25,18.770400000000002
2020-08-21,0.0,60.0,709.0,167.0,234.0,20.2176
2020-08-22,0.0,59.0,703.0,166.0,232.0,20.044800000000002
2020-08-23,0.0,59.0,700.0,165.0,231.0,19.9584
2020-08-24,0.0,49.0,599.0,141.0,197.25,17.0424
2020-08-25,0.0,53.0,678.0,161.0,223.0,19.267200000000003
2020-08-26,0.0,61.0,677.0,135.0,218.25,18.8568
2020-08-27,0.0,62.0,692.0,163.0,229.25,19.8072
2020-08-28,0.0,61.0,664.0,105.0,207.5,17.928
2020-08-29,0.0,63.0,694.0,134.0,222.75,19.2456
2020-08-30,0.0,46.0,203.0,21.0,67.5,5.832000000000001
2020-08-31,0.0,8.0,374.0,53.0,108.75,9.396
2020-09-01,0.0,52.0,614.0,156.0,205.5,17.755200000000002
2020-09-02,0.0,69.0,613.0,141.0,205.75,17.7768
2020-09-03,0.0,32.0,289.0,18.0,84.75,7.3224
2020-09-04,0.0,78.0,769.0,182.0,257.25,22.2264
2020-09-05,0.0,74.0,716.0,116.0,226.5,19.5696
2020-09-06,0.0,33.0,247.0,13.0,73.25,6.3288
2020-09-07,0.0,4.0,219.0,25.0,62.0,5.356800000000001
2020-09-08,0.0,80.0,637.0,128.0,211.25,18.252000000000002
2020-09-09,0.0,73.0,739.0,177.0,247.25,21.3624
2020-09-10,0.0,82.0,721.0,183.0,246.5,21.297600000000003
2020-09-11,0.0,78.0,733.0,152.0,240.75,20.800800000000002
2020-09-12,0.0,63.0,504.0,133.0,175.0,15.120000000000001
2020-09-13,0.0,59.0,776.0,190.0,256.25,22.14
2020-09-14,0.0,25.0,321.0,113.0,114.75,9.9144
2020-09-15,0.0,39.0,493.0,134.0,166.5,14.3856
2020-09-16,0.0,15.0,244.0,16.0,68.75,5.94
2020-09-17,0.0,57.0,551.0,177.0,196.25,16.956
2020-09-18,0.0,99.0,807.0,199.0,276.25,23.868000000000002
2020-09-19,0.0,102.0,776.0,197.0,268.75,23.220000000000002
2020-09-20,0.0,108.0,850.0,209.0,291.75,25.2072
2020-09-21,0.0,113.0,860.0,211.0,296.0,25.5744
2020-09-22,0.0,110.0,713.0,167.0,247.5,21.384
2020-09-23,0.0,108.0,824.0,203.0,283.75,24.516000000000002
2020-09-24,0.0,111.0,833.0,200.0,286.0,24.7104
2020-09-25,0.0,92.0,760.0,178.0,257.5,22.248
2020-09-26,0.0,113.0,825.0,204.0,285.5,24.6672
2020-09-27,0.0,76.0,488.0,147.0,177.75,15.357600000000001
2020-09-28,0.0,91.0,866.0,218.0,293.75,25.380000000000003
2020-09-29,0.0,119.0,745.0,193.0,264.25,22.831200000000003
2020-09-30,0.0,102.0,822.0,200.0,281.0,24.2784
2020-10-01,0.0,65.0,761.0,207.0,258.25,22.312800000000003
2020-10-02,0.0,119.0,546.0,180.0,211.25,18.252000000000002
2020-10-03,0.0,63.0,372.0,165.0,150.0,12.96
2020-10-04,0.0,120.0,777.0,181.0,269.5,23.2848
2020-10-05,0.0,68.0,850.0,215.0,283.25,24.472800000000003
2020-10-06,0.0,130.0,868.0,217.0,303.75,26.244
2020-10-07,0.0,108.0,582.0,168.0,214.5,18.5328
2020-10-08,0.0,12.0,200.0,111.0,80.75,6.976800000000001
2020-10-09,0.0,42.0,640.0,170.0,213.0,18.403200000000002
2020-10-10,0.0,144.0,913.0,234.0,322.75,27.8856
2020-10-11,0.0,148.0,917.0,234.0,324.75,28.058400000000002
2020-10-12,0.0,148.0,907.0,228.0,320.75,27.7128
2020-10-13,0.0,152.0,920.0,231.0,325.75,28.1448
2020-10-14,0.0,148.0,840.0,131.0,279.75,24.1704
2020-10-15,0.0,130.0,910.0,234.0,318.5,27.5184
2020-10-16,0.0,150.0,900.0,233.0,320.75,27.7128
2020-10-17,0.0,150.0,870.0,214.0,308.5,26.654400000000003
2020-10-18,0.0,150.0,730.0,225.0,276.25,23.868000000000002
2020-10-19,0.0,160.0,920.0,236.0,329.0,28.425600000000003
2020-10-20,0.0,160.0,920.0,134.0,303.5,26.2224
2020-10-21,0.0,160.0,910.0,236.0,326.5,28.209600000000002
2020-10-22,0.0,160.0,900.0,204.0,316.0,27.302400000000002
2020-10-23,0.0,120.0,680.0,120.0,230.0,19.872
2020-10-24,0.0,100.0,730.0,212.0,260.5,22.5072
2020-10-25,0.0,170.0,930.0,239.0,334.75,28.922400000000003
2020-10-26,0.0,45.0,130.0,116.0,72.75,6.2856000000000005
2020-10-27,0.0,120.0,820.0,255.0,298.75,25.812
2020-10-28,0.0,180.0,970.0,257.0,351.75,30.3912
2020-10-29,0.0,100.0,590.0,187.0,219.25,18.9432
2020-10-30,0.0,160.0,860.0,167.0,296.75,25.639200000000002
2020-10-31,0.0,170.0,760.0,252.0,295.5,25.531200000000002
2020-11-01,0.0,180.0,960.0,259.0,349.75,30.218400000000003
2020-11-02,0.0,180.0,970.0,260.0,352.5,30.456000000000003
2020-11-03,0.0,180.0,960.0,262.0,350.5,30.2832
2020-11-04,0.0,190.0,990.0,272.0,363.0,31.363200000000003
2020-11-05,0.0,190.0,1000.0,270.0,365.0,31.536
2020-11-06,0.0,190.0,990.0,270.0,362.5,31.32
2020-11-07,0.0,190.0,970.0,265.0,356.25,30.78
2020-11-08,0.0,180.0,930.0,236.0,336.5,29.073600000000003
2020-11-09,0.0,80.0,570.0,114.0,191.0,16.5024
2020-11-10,0.0,180.0,760.0,186.0,281.5,24.3216
2020-11-11,0.0,180.0,850.0,163.0,298.25,25.768800000000002
2020-11-12,0.0,180.0,930.0,270.0,345.0,29.808
2020-11-13,0.0,190.0,970.0,273.0,358.25,30.9528
2020-11-14,0.0,190.0,960.0,243.0,348.25,30.088800000000003
2020-11-15,0.0,90.0,350.0,185.0,156.25,13.5
2020-11-16,0.0,180.0,940.0,265.0,346.25,29.916
2020-11-17,0.0,200.0,1000.0,289.0,372.25,32.162400000000005
2020-11-18,0.0,120.0,850.0,287.0,314.25,27.151200000000003
2020-11-19,0.0,200.0,990.0,242.0,358.0,30.9312
2020-11-20,0.0,200.0,560.0,90.0,212.5,18.36
2020-11-21,0.0,200.0,1000.0,290.0,372.5,32.184000000000005
2020-11-22,0.0,200.0,990.0,290.0,370.0,31.968
2020-11-23,0.0,200.0,990.0,292.0,370.5,32.0112
2020-11-24,0.0,200.0,990.0,267.0,364.25,31.471200000000003
2020-11-25,0.0,200.0,900.0,226.0,331.5,28.6416
2020-11-26,0.0,70.0,180.0,10.0,65.0,5.6160000000000005
2020-11-27,0.0,190.0,930.0,281.0,350.25,30.2616
2020-11-28,0.0,180.0,960.0,208.0,337.0,29.1168
2020-11-29,0.0,40.0,740.0,270.0,262.5,22.68
2020-11-30,0.0,10.0,90.0,30.0,32.5,2.8080000000000003
2020-12-01,0.0,190.0,780.0,233.0,300.75,25.9848
2020-12-02,0.0,190.0,910.0,223.0,330.75,28.576800000000002
2020-12-03,0.0,40.0,740.0,300.0,270.0,23.328000000000003
2020-12-04,0.0,200.0,1000.0,303.0,375.75,32.464800000000004
2020-12-05,0.0,140.0,950.0,300.0,347.5,30.024
2020-12-06,0.0,110.0,660.0,300.0,267.5,23.112000000000002
2020-12-07,0.0,190.0,980.0,310.0,370.0,31.968
2020-12-08,0.0,200.0,1010.0,320.0,382.5,33.048
2020-12-09,0.0,200.0,1010.0,322.0,383.0,33.0912
2020-12-10,0.0,200.0,1010.0,323.0,383.25,33.1128
2020-12-11,0.0,190.0,1000.0,320.0,377.5,32.616
2020-12-12,0.0,190.0,700.0,210.0,275.0,23.76
2020-12-13,0.0,190.0,920.0,250.0,340.0,29.376
2020-12-14,0.0,160.0,750.0,190.0,275.0,23.76
2020-12-15,0.0,190.0,990.0,320.0,375.0,32.4
2020-12-16,0.0,150.0,630.0,150.0,232.5,20.088
2020-12-17,0.0,160.0,810.0,80.0,262.5,22.68
2020-12-18,0.0,180.0,950.0,250.0,345.0,29.808
2020-12-19,0.0,140.0,630.0,180.0,237.5,20.52
2020-12-20,0.0,80.0,300.0,240.0,155.0,13.392000000000001
2020-12-21,0.0,190.0,1010.0,340.0,385.0,33.264
2020-12-22,0.0,200.0,1040.0,349.0,397.25,34.3224
2020-12-23,0.0,190.0,1020.0,347.0,389.25,33.6312
2020-12-24,0.0,180.0,1000.0,340.0,380.0,32.832
2020-12-25,0.0,180.0,890.0,216.0,321.5,27.777600000000003
2020-12-26,0.0,130.0,620.0,171.0,230.25,19.8936
2020-12-27,0.0,40.0,650.0,335.0,256.25,22.14
2020-12-28,0.0,80.0,940.0,204.0,306.0,26.4384
2020-12-29,0.0,80.0,930.0,326.0,334.0,28.8576
2020-12-30,0.0,170.0,790.0,274.0,308.5,26.654400000000003
2020-12-31,0.0,140.0,520.0,330.0,247.5,21.384
2021-01-01,0.0,180.0,1000.0,350.0,382.5,33.048
2021-01-02,0.0,170.0,1000.0,350.0,380.0,32.832
2021-01-03,0.0,170.0,950.0,330.0,362.5,31.32
2021-01-04,0.0,160.0,900.0,170.0,307.5,26.568
2021-01-05,0.0,40.0,350.0,150.0,135.0,11.664000000000001
2021-01-06,0.0,160.0,860.0,205.0,306.25,26.46
2021-01-07,0.0,120.0,810.0,283.0,303.25,26.2008
2021-01-08,0.0,160.0,1010.0,357.0,381.75,32.983200000000004
2021-01-09,0.0,160.0,890.0,327.0,344.25,29.7432
2021-01-10,0.0,150.0,820.0,252.0,305.5,26.395200000000003
2021-01-11,0.0,150.0,880.0,307.0,334.25,28.8792
2021-01-12,0.0,150.0,780.0,224.0,288.5,24.9264
2021-01-13,0.0,140.0,940.0,312.0,348.0,30.067200000000003
2021-01-14,0.0,140.0,500.0,340.0,245.0,21.168000000000003
2021-01-15,0.0,150.0,940.0,240.0,332.5,28.728
2021-01-16,0.0,110.0,790.0,270.0,292.5,25.272000000000002
2021-01-17,0.0,80.0,360.0,262.0,175.5,15.163200000000002
2021-01-18,0.0,140.0,990.0,359.0,372.25,32.162400000000005
2021-01-19,0.0,150.0,860.0,340.0,337.5,29.16
2021-01-20,0.0,90.0,780.0,254.0,281.0,24.2784
2021-01-21,0.0,14.0,140.0,168.0,80.5,6.9552000000000005
2021-01-22,0.0,20.0,590.0,336.0,236.5,20.433600000000002
2021-01-23,0.0,140.0,920.0,335.0,348.75,30.132
2021-01-24,0.0,140.0,860.0,336.0,334.0,28.8576
2021-01-25,0.0,140.0,940.0,330.0,352.5,30.456000000000003
2021-01-26,0.0,110.0,820.0,236.0,291.5,25.1856
2021-01-27,0.0,10.0,90.0,226.0,81.5,7.041600000000001
2021-01-28,0.0,40.0,750.0,299.0,272.25,23.5224
2021-01-29,0.0,130.0,780.0,336.0,311.5,26.913600000000002
2021-01-30,0.0,130.0,660.0,183.0,243.25,21.0168
2021-01-31,0.0,73.0,360.0,98.0,132.75,11.4696
2021-02-01,0.0,120.0,740.0,307.0,291.75,25.2072
2021-02-02,0.0,80.0,910.0,289.0,319.75,27.6264
2021-02-03,0.0,80.0,420.0,191.0,172.75,14.925600000000001
2021-02-04,0.0,85.0,680.0,318.0,270.75,23.3928
2021-02-05,0.0,130.0,970.0,343.0,360.75,31.1688
2021-02-06,0.0,130.0,970.0,340.0,360.0,31.104000000000003
2021-02-07,0.0,130.0,960.0,336.0,356.5,30.8016
2021-02-08,0.0,127.0,950.0,332.0,352.25,30.4344
2021-02-09,0.0,87.0,860.0,314.0,315.25,27.2376
2021-02-10,0.0,76.0,690.0,165.0,232.75,20.1096
2021-02-11,0.0,22.0,650.0,298.0,242.5,20.952
2021-02-12,0.0,105.0,860.0,195.0,290.0,25.056
2021-02-13,0.0,108.0,820.0,314.0,310.5,26.8272
2021-02-14,0.0,112.0,903.0,314.0,332.25,28.706400000000002
2021-02-15,0.0,114.0,670.0,267.0,262.75,22.701600000000003
2021-02-16,0.0,114.0,920.0,316.0,337.5,29.16
2021-02-17,0.0,117.0,940.0,321.0,344.5,29.7648
2021-02-18,0.0,115.0,925.0,315.0,338.75,29.268
2021-02-19,0.0,114.0,919.0,295.0,332.0,28.684800000000003
2021-02-20,0.0,113.0,916.0,281.0,327.5,28.296000000000003
2021-02-21,0.0,112.0,910.0,305.0,331.75,28.6632
2021-02-22,0.0,107.0,865.0,275.0,311.75,26.935200000000002
2021-02-23,0.0,106.0,892.0,260.0,314.5,27.172800000000002
2021-02-24,0.0,79.0,854.0,281.0,303.5,26.2224
2021-02-25,0.0,110.0,900.0,296.0,326.5,28.209600000000002
2021-02-26,0.0,110.0,890.0,287.0,321.75,27.799200000000003
2021-02-27,0.0,100.0,890.0,288.0,319.5,27.6048
2021-02-28,0.0,104.0,884.0,282.0,317.5,27.432000000000002
2021-03-01,0.0,99.0,860.0,272.0,307.75,26.5896
2021-03-02,0.0,98.0,845.0,223.0,291.5,25.1856
2021-03-03,0.0,47.0,514.0,115.0,169.0,14.601600000000001
2021-03-04,0.0,37.0,64.0,126.0,56.75,4.9032
2021-03-05,0.0,35.0,680.0,265.0,245.0,21.168000000000003
2021-03-06,0.0,90.0,796.0,274.0,290.0,25.056
2021-03-07,0.0,100.0,873.0,255.0,307.0,26.524800000000003
2021-03-08,0.0,100.0,878.0,271.0,312.25,26.9784
2021-03-09,0.0,100.0,813.0,262.0,293.75,25.380000000000003
2021-03-10,0.0,100.0,872.0,267.0,309.75,26.762400000000003
2021-03-11,0.0,100.0,873.0,264.0,309.25,26.7192
2021-03-12,0.0,100.0,866.0,258.0,306.0,26.4384
2021-03-13,0.0,100.0,831.0,257.0,297.0,25.660800000000002
2021-03-14,0.0,80.0,831.0,247.0,289.5,25.012800000000002
2021-03-15,0.0,80.0,824.0,236.0,285.0,24.624000000000002
2021-03-16,0.0,90.0,813.0,213.0,279.0,24.105600000000003
2021-03-17,0.0,72.0,705.0,147.0,231.0,19.9584
2021-03-18,0.0,82.0,430.0,213.0,181.25,15.66
2021-03-19,0.0,86.0,812.0,233.0,282.75,24.4296
2021-03-20,0.0,80.0,762.0,189.0,257.75,22.2696
2021-03-21,0.0,20.0,266.0,78.0,91.0,7.8624
2021-03-22,0.0,70.0,687.0,177.0,233.5,20.174400000000002
2021-03-23,0.0,10.56,494.656,164.56,167.44400000000002,14.467161600000003
2021-03-24,0.0,76.86,760.4,176.32,253.39499999999998,21.893328
2021-03-25,0.0,79.24,779.2,192.24,262.67,22.694688000000003
2021-03-26,0.0,72.02,619.744,140.656,208.10500000000002,17.980272000000003
2021-03-27,0.0,3.52,176.656,112.832,73.25200000000001,6.328972800000001
2021-03-28,0.0,9.46,352.512,63.12,106.273,9.1819872
2021-03-29,0.0,23.04,655.344,198.016,219.1,18.93024
2021-03-30,0.0,77.552,602.416,127.872,201.96,17.449344
2021-03-31,0.0,77.54,785.824,206.56,267.481,23.1103584
2021-04-01,0.0,77.46,781.376,202.656,265.373,22.928227200000002
2021-04-02,0.0,75.616,772.288,198.496,261.6,22.602240000000002
2021-04-03,0.0,74.224,762.432,194.528,257.796,22.2735744
2021-04-04,0.0,72.42,631.152,120.128,205.925,17.79192
2021-04-05,0.0,43.344,350.224,47.264,110.208,9.521971200000001
2021-04-06,0.0,27.64,682.288,180.464,222.598,19.232467200000002
2021-04-07,0.0,71.06,745.664,184.8,250.38099999999997,21.632918399999998
2021-04-08,0.0,68.48,722.448,138.32,232.312,20.071756800000003
2021-04-09,0.0,66.96,720.144,174.272,240.344,20.7657216
2021-04-10,0.0,67.04,719.904,174.096,240.26,20.758464
2021-04-11,0.0,66.128,675.936,122.384,216.11200000000002,18.672076800000003
2021-04-12,0.0,24.8,693.072,175.312,223.296,19.2927744
2021-04-13,0.0,68.368,685.536,144.352,224.564,19.4023296
2021-04-14,0.0,18.592,318.048,40.576,94.304,8.147865600000001
2021-04-15,0.0,40.64,371.184,42.704,113.632,9.817804800000001
2021-04-16,0.0,39.536,304.432,96.0,109.992,9.503308800000001
2021-04-17,0.0,52.144,674.592,151.904,219.66,18.978624
2021-04-18,0.0,53.776,675.392,156.4,221.392,19.1282688
2021-04-19,0.0,60.864,689.824,155.392,226.51999999999998,19.571328
2021-04-20,0.0,60.448,685.568,145.2,222.80399999999997,19.2502656
2021-04-21,0.0,60.016,686.224,153.056,224.824,19.4247936
2021-04-22,0.0,52.656,673.824,149.312,218.94799999999998,18.9171072
2021-04-23,0.0,55.36,617.984,141.664,203.752,17.6041728
2021-04-24,0.0,45.456,102.912,7.76,39.032,3.3723647999999997
2021-04-25,0.0,19.712,356.832,44.576,105.28,9.096192
2021-04-26,0.0,58.096,677.712,143.6,219.852,18.9952128
2021-04-27,0.0,56.72,673.776,143.904,218.6,18.88704
2021-04-28,0.0,57.6,681.328,145.136,221.016,19.0957824
2021-04-29,0.0,56.16,669.392,141.648,216.8,18.731520000000003
2021-04-30,0.0,54.848,661.424,138.352,213.65599999999998,18.459878399999997
2021-05-01,0.0,52.384,646.176,134.544,208.276,17.995046400000003
2021-05-02,0.0,49.552,526.336,94.656,167.63600000000002,14.483750400000003
2021-05-03,0.0,49.312,619.872,122.496,197.92,17.100288
2021-05-04,0.0,48.368,497.776,65.648,152.948,13.214707200000001
2021-05-05,0.0,31.568,140.912,29.936,50.604000000000006,4.372185600000001
2021-05-06,0.0,2.048,130.112,88.016,55.044,4.7558016
2021-05-07,0.0,50.096,638.448,128.752,204.324,17.6535936
2021-05-08,0.0,49.472,630.688,125.376,201.384,17.3995776
2021-05-09,0.0,47.552,611.36,119.392,194.57600000000002,16.811366400000004
2021-05-10,0.0,43.808,277.328,79.424,100.13999999999999,8.652095999999998
2021-05-11,0.0,22.256,75.664,4.048,25.492,2.2025088000000004
2021-05-12,0.0,45.712,620.288,122.96,197.24,17.041536
2021-05-13,0.0,47.488,624.704,121.04,198.308,17.1338112
2021-05-14,0.0,12.896,444.24,87.648,136.196,11.767334400000001
2021-05-15,0.0,43.92,600.384,115.728,190.00799999999998,16.4166912
2021-05-16,0.0,41.168,497.824,100.624,159.904,13.815705600000001
2021-05-17,0.0,40.04,570.352,110.48,180.218,15.5708352
2021-05-18,0.0,41.632,589.616,112.656,185.976,16.0683264
2021-05-19,0.0,41.488,589.968,111.2,185.664,16.0413696
2021-05-20,0.0,32.912,443.712,32.528,127.288,10.9976832
2021-05-21,0.0,15.008,253.008,65.024,83.26,7.193664000000001
2021-05-22,0.0,12.9,252.656,105.936,92.87299999999999,8.0242272
2021-05-23,0.0,38.048,421.008,39.136,124.548,10.7609472
2021-05-24,0.0,37.424,567.904,107.12,178.112,15.3888768
2021-05-25,0.0,38.384,574.832,108.336,180.388,15.5855232
2021-05-26,0.0,35.744,555.92,103.648,173.828,15.0187392
2021-05-27,0.0,35.824,552.24,97.6,171.416,14.8103424
2021-05-28,0.0,1.296,267.632,91.584,90.128,7.787059200000001
2021-05-29,0.0,6.896,114.192,54.368,43.864,3.7898496
2021-05-30,0.0,32.672,560.512,104.56,174.43599999999998,15.0712704
2021-05-31,0.0,35.568,560.112,103.36,174.76,15.099264
2021-06-01,0.0,34.208,540.864,100.064,168.784,14.5829376
2021-06-02,0.0,30.7,455.952,69.344,138.999,12.0095136
2021-06-03,0.0,31.952,527.312,95.2,163.616,14.136422400000002
2021-06-04,0.0,30.368,516.64,96.0,160.752,13.888972800000001
2021-06-05,0.0,29.92,459.04,76.64,141.4,12.21696
2021-06-06,0.0,2.048,122.608,22.288,36.736000000000004,3.1739904000000005
2021-06-07,0.0,17.76,259.488,22.384,74.908,6.4720512
2021-06-08,0.0,3.76,78.496,7.12,22.344,1.9305216000000003
2021-06-09,0.0,5.488,247.504,61.856,78.712,6.800716800000001
2021-06-10,0.0,4.768,47.552,32.624,21.236,1.8347904000000002
2021-06-11,0.0,29.824,529.536,95.824,163.79599999999996,14.151974399999999
2021-06-12,0.0,29.344,522.976,97.44,162.44,14.034816000000001
2021-06-13,0.0,29.44,526.144,98.576,163.54000000000002,14.129856000000002
2021-06-14,0.0,29.04,521.6,97.568,162.052,14.0012928
2021-06-15,0.0,27.952,472.688,68.416,142.264,12.291609600000001
2021-06-16,0.0,11.808,329.264,59.376,100.112,8.6496768
2021-06-17,0.0,28.08,516.864,96.768,160.42800000000003,13.860979200000003
2021-06-18,0.0,3.38,259.968,67.936,82.821,7.1557344
2021-06-19,0.0,0.62,28.256,4.032,8.227,0.7108128
2021-06-20,0.0,26.52,409.024,44.224,119.942,10.3629888
2021-06-21,0.0,11.76,69.504,5.456,21.680000000000003,1.8731520000000004
2021-06-22,0.0,13.568,421.76,98.512,133.45999999999998,11.530943999999998
2021-06-23,0.0,3.984,95.584,46.96,36.632,3.1650048
2021-06-24,0.0,6.112,15.984,24.576,11.668,1.0081152
2021-06-25,0.0,21.232,529.984,65.744,154.24,13.326336000000001
2021-06-26,0.0,9.28,356.624,67.456,108.34,9.360576
2021-06-27,0.0,1.552,24.336,2.896,7.196,0.6217344
2021-06-28,0.0,28.464,538.48,105.408,168.088,14.5228032
2021-06-29,0.0,27.376,503.504,104.144,158.756,13.7165184
2021-06-30,0.0,27.168,531.472,104.816,165.864,14.330649600000001
2021-07-01,0.0,27.808,535.072,106.784,167.416,14.4647424
2021-07-02,0.0,28.048,514.304,101.36,160.928,13.9041792
2021-07-03,0.0,19.888,433.504,68.4,130.448,11.2707072
2021-07-04,0.0,20.992,427.344,81.232,132.392,11.4386688
2021-07-05,0.0,26.352,516.08,102.928,161.34,13.939776
2021-07-06,0.0,26.528,521.248,105.056,163.20800000000003,14.101171200000003
2021-07-07,0.0,27.024,524.688,104.96,164.168,14.1841152
2021-07-08,0.0,26.72,522.768,106.32,163.952,14.1654528
2021-07-09,0.0,28.192,544.096,111.488,170.94400000000002,14.769561600000003
2021-07-10,0.0,28.432,517.792,104.848,162.768,14.0631552
2021-07-11,0.0,26.864,522.608,107.312,164.196,14.186534400000001
2021-07-12,0.0,19.472,473.952,103.296,149.18,12.889152000000001
2021-07-13,0.0,19.216,311.696,71.344,100.56400000000001,8.6887296
2021-07-14,0.0,20.896,459.376,74.816,138.772,11.9899008
2021-07-15,0.0,0.752,39.104,13.872,13.432,1.1605248000000001
2021-07-16,0.0,29.216,554.736,117.056,175.252,15.141772800000002
2021-07-17,0.0,29.52,550.672,116.752,174.236,15.0539904
2021-07-18,0.0,31.792,577.856,123.216,183.216,15.829862400000001
2021-07-19,0.0,31.344,573.712,121.104,181.54000000000002,15.685056000000003
2021-07-20,0.0,20.656,398.56,75.584,123.7,10.68768
2021-07-21,0.0,30.704,555.856,118.4,176.23999999999998,15.227136
2021-07-22,0.0,30.864,557.2,120.32,177.096,15.301094400000002
2021-07-23,0.0,32.384,584.704,126.0,185.772,16.0507008
2021-07-24,0.0,31.92,565.616,122.688,180.05599999999998,15.5568384
2021-07-25,0.0,30.432,537.408,105.344,168.296,14.5407744
2021-07-26,0.0,23.76,286.432,23.984,83.544,7.2182016
2021-07-27,0.0,15.216,571.888,133.776,180.22000000000003,15.571008000000003
2021-07-28,0.0,35.904,595.6,122.336,188.46,16.282944
2021-07-29,0.0,36.768,606.88,134.416,194.51600000000002,16.8061824
2021-07-30,0.0,37.216,606.544,134.88,194.66,16.818624
2021-07-31,0.0,36.88,602.8,86.688,181.59199999999998,15.689548799999999
2021-08-01,0.0,36.544,594.432,132.656,190.90800000000002,16.494451200000004
2021-08-02,0.0,38.48,612.944,138.576,197.5,17.064
2021-08-03,0.0,40.048,607.04,120.208,191.82399999999998,16.5735936
2021-08-04,0.0,39.552,545.744,126.64,177.984,15.377817600000002
2021-08-05,0.0,22.112,462.784,94.64,144.88400000000001,12.517977600000002
2021-08-06,0.0,32.176,539.12,127.152,174.61200000000002,15.086476800000003
2021-08-07,0.0,40.112,606.864,137.792,196.192,16.9509888
2021-08-08,0.0,41.712,621.152,141.952,201.204,17.3840256
2021-08-09,0.0,24.176,457.744,28.112,127.50800000000001,11.016691200000002
2021-08-10,0.0,5.232,45.872,49.472,25.144,2.1724416
2021-08-11,0.0,29.968,540.8,150.416,180.296,15.5775744
2021-08-12,0.0,23.28,369.168,81.44,118.472,10.2359808
2021-08-13,0.0,44.464,545.84,33.76,156.01600000000002,13.479782400000003
2021-08-14,0.0,7.808,187.792,85.28,70.22,6.067008
2021-08-15,0.0,46.256,608.864,59.84,178.74,15.443136
2021-08-16,0.0,48.24,644.656,142.224,208.77999999999997,18.038591999999998
2021-08-17,0.0,48.944,643.584,148.992,210.37999999999997,18.176831999999997
2021-08-18,0.0,38.592,594.32,151.184,196.024,16.9364736
2021-08-19,0.0,51.968,662.384,156.256,217.652,18.8051328
2021-08-20,0.0,53.472,617.696,88.368,189.88400000000001,16.405977600000003
2021-08-21,0.0,54.096,673.008,159.088,221.548,19.1417472
2021-08-22,0.0,56.08,681.392,160.944,224.604,19.4057856
2021-08-23,0.0,45.872,559.504,87.648,173.256,14.9693184
2021-08-24,0.0,20.848,577.984,151.52,187.588,16.2076032
2021-08-25,0.0,25.12,277.568,26.016,82.176,7.100006400000001
2021-08-26,0.0,22.256,371.696,48.608,110.64,9.559296
2021-08-27,0.0,58.976,676.784,149.072,221.208,19.112371200000002
2021-08-28,0.0,63.776,593.68,106.448,190.97599999999997,16.5003264
2021-08-29,0.0,63.216,696.896,143.344,225.86399999999998,19.5146496
2021-08-30,0.0,66.4,721.968,173.792,240.54,20.782656
2021-08-31,0.0,68.768,720.208,174.144,240.78,20.803392000000002
2021-09-01,0.0,70.512,737.792,174.256,245.64000000000001,21.223296
2021-09-02,0.0,38.448,570.688,117.024,181.54,15.685056
2021-09-03,0.0,61.088,665.856,171.488,224.608,19.4061312
2021-09-04,0.0,61.232,673.072,105.728,210.00799999999998,18.1446912
2021-09-05,0.0,61.904,349.552,158.912,142.592,12.319948800000002
2021-09-06,0.0,59.008,318.4,54.752,108.03999999999999,9.334655999999999
2021-09-07,0.0,52.896,388.784,95.392,134.268,11.6007552
2021-09-08,0.0,3.488,31.664,11.312,11.616,1.0036224
2021-09-09,0.0,84.832,779.856,183.44,262.032,22.6395648
2021-09-10,0.0,85.504,708.416,188.112,245.508,21.211891200000004
2021-09-11,0.0,88.064,789.152,192.032,267.312,23.095756800000004
2021-09-12,0.0,84.64,755.2,182.464,255.57600000000002,22.081766400000003
2021-09-13,0.0,45.408,446.512,108.864,150.196,12.976934400000001
2021-09-14,0.0,13.44,360.016,70.048,110.876,9.579686400000002
2021-09-15,0.0,98.64,755.232,171.76,256.408,22.153651200000002
2021-09-16,0.0,89.264,512.0,20.0,155.316,13.419302400000001
2021-09-17,0.0,3.248,82.768,15.312,25.332,2.1886848000000003
2021-09-18,0.0,93.76,780.56,189.312,265.908,22.974451200000004
2021-09-19,0.0,44.384,442.496,153.664,160.136,13.8357504
2021-09-20,0.0,98.768,802.368,186.512,271.91200000000003,23.493196800000003
2021-09-21,0.0,29.296,107.248,40.544,44.272000000000006,3.825100800000001
